@relation relation

@attribute RDcost_MSM numeric
@attribute RDcost_2Nx2N numeric
@attribute RDcost_2NxN numeric
@attribute RDcost_Nx2N numeric
@attribute part {0,1,2,3,4,5,6,7}
@attribute MergeFlag {0,1}
@attribute SkipMergeFlag {0,1}
@attribute med_med numeric
@attribute neighDepth_diff numeric
@attribute SplitQuadtree {0,1}

@data
3284,3567,3708,3510,5,0,0,0.875,-1.125,0
2646,2924,3048,3226,1,1,1,0.875,-1.125,1
623,1535,1719,1587,0,0,0,0.875,-1.125,0
856,1156,1394,1237,0,1,0,0.875,-1.125,0
616,1339,1372,1395,0,1,1,0.875,-1.125,0
571,1249,1201,1201,0,1,1,0.875,-1.125,0
842,1133,1020,1020,2,1,0,0.875,-1.125,0
899,1564,1539,1413,0,1,0,0.875,-1.125,0
610,1097,1097,1040,0,1,1,0.875,-1.125,0
992,1244,1244,1187,0,0,0,0.875,-1.125,0
605,1176,1176,1176,0,1,1,1.03125,-0.96875,0
744,1289,1240,1240,0,1,1,1.03125,-0.96875,0
2562,2849,3776,3493,2,0,0,1.03125,-0.96875,0
2769,3923,3165,2938,0,1,0,1.03125,-0.96875,0
990,1251,1251,1251,0,1,0,1.03125,-0.96875,0
855,1123,1081,1081,0,1,0,1.03125,-0.96875,0
2264,2402,2898,2433,4,0,0,1.03125,-0.96875,0
1214,1554,1554,1610,0,0,0,1.03125,-0.96875,0
772,1225,1168,1168,0,1,0,1.03125,-0.96875,0
855,1308,1251,1287,4,0,0,1.03125,-0.96875,0
786,1428,1238,1295,0,1,1,1.03125,-0.96875,0
827,1393,1336,1336,0,1,1,1.03125,-0.96875,0
618,1240,1184,1342,1,1,1,1.03125,-0.96875,1
570,1135,1135,1326,4,1,0,1.03125,-0.96875,0
1069,1475,1419,1419,0,1,0,1.03125,-0.96875,0
631,1129,1140,1140,0,1,1,1.03125,-0.96875,0
796,1381,1439,1439,0,1,0,1.36458,-0.635417,0
917,1139,1083,1083,0,1,0,1.36458,-0.635417,0
1545,2158,2133,2260,6,1,0,1.36458,-0.635417,0
1690,2364,3273,2678,0,1,0,1.36458,-0.635417,0
917,1336,1223,1279,0,1,0,1.36458,-0.635417,0
702,974,918,918,0,1,0,1.36458,-0.635417,0
1257,1936,2257,2279,0,0,0,1.36458,-0.635417,0
1208,1826,2000,1770,0,1,0,1.36458,-0.635417,0
836,1273,1229,1266,0,1,0,1.36458,-0.635417,0
653,1259,1438,1278,0,1,0,1.36458,-0.635417,0
709,1331,1218,1218,0,1,1,1.36458,-0.635417,0
653,1341,1218,1218,0,1,1,1.36458,-0.635417,0
453,1125,987,1074,0,1,0,1.36458,-0.635417,0
593,1192,1136,1136,0,1,1,1.36458,-0.635417,0
962,1512,1572,1572,0,1,1,1.36458,-0.635417,0
995,1389,1556,1446,0,1,0,1.36458,-0.635417,0
662,1277,1116,1116,0,1,0,0.604167,-1.39583,0
476,1117,1061,1117,0,1,1,0.604167,-1.39583,0
1049,1566,1806,1946,0,1,1,0.604167,-1.39583,0
1442,1635,1836,2031,0,0,0,0.604167,-1.39583,0
619,1193,1193,1193,0,1,1,0.604167,-1.39583,0
651,1193,1193,1193,0,1,1,0.604167,-1.39583,0
661,1156,1156,1156,0,1,1,0.604167,-1.39583,0
1225,1778,1866,1866,0,1,1,0.604167,-1.39583,0
664,1378,1378,1377,0,1,1,0.604167,-1.39583,0
886,1361,1305,1361,0,1,1,0.604167,-1.39583,0
324,976,976,976,0,1,1,0.604167,-1.39583,0
439,1025,1025,1025,0,1,1,0.604167,-1.39583,0
481,1098,1098,1098,0,1,1,0.604167,-1.39583,0
737,1585,1294,1294,0,1,1,0.604167,-1.39583,0
440,1109,1043,1099,0,1,1,0.604167,-1.39583,0
377,1014,1014,1014,0,0,0,0.604167,-1.39583,0
711,1232,1232,1232,0,1,1,0.5,-1.5,0
678,1641,1525,1581,0,1,1,0.5,-1.5,0
1098,1827,1740,1740,0,1,1,0.5,-1.5,0
1293,1605,1549,1549,0,1,1,0.5,-1.5,0
888,1513,1562,1562,0,1,1,0.5,-1.5,0
503,1303,1303,1303,0,1,1,0.5,-1.5,0
1293,1633,1689,1689,0,1,1,0.5,-1.5,0
987,1179,1236,1406,0,1,1,0.5,-1.5,0
1195,1866,2647,2918,0,1,0,0.5,-1.5,0
767,1446,1831,1678,0,1,1,0.5,-1.5,0
1165,1734,2198,2592,0,1,0,0.5,-1.5,0
908,1176,1176,1176,0,1,0,0.5,-1.5,0
767,1615,1464,1464,0,1,1,0.5,-1.5,0
535,1102,1158,1158,0,1,1,0.5,-1.5,0
594,1191,1191,1191,0,1,1,0.5,-1.5,0
516,1181,1239,1239,0,1,1,0.5,-1.5,0
